Alternate URL,Article Abstract,Author Biography,Banner,Biographical Categories,Body,Byline,Column Name,Column Number,Correction Date,Correction Text,Credit,Dateline,Day Of Week,Descriptors,Feature Page,General Online Descriptors,Guid,Headline,Kicker,Lead Paragraph,Locations,Names,News Desk,Normalized Byline,Online Descriptors,Online Headline,Online Lead Paragraph,Online Locations,Online Organizations,Online People,Online Section,Online Titles,Organizations,Page,People,Publication Date,Publication Day Of Month,Publication Month,Publication Year,Section,Series Name,Slug,Taxonomic Classifiers,Titles,Types Of Material,Url,Word Count,Filename,Sentiment and score,Sentiment,Score
,,,,,"LEAD: Philip Kaplan, who has been a top executive with Abraham & Straus and Korvettes, has been appointed chairman of Loehmann's Inc., New York's best-known seller of quality women's apparel at discount prices, which is now owned by the May Department Stores Company of St. Louis. Philip Kaplan, who has been a top executive with Abraham & Straus and Korvettes, has been appointed chairman of Loehmann's Inc., New York's best-known seller of quality women's apparel at discount prices, which is now owned by the ",,,5,,,The New York Times,,Wednesday,APPOINTMENTS AND EXECUTIVE CHANGES,,,1596,Longtime Retail Officer Will Join Loehmann's,BUSINESS PEOPLE,"LEAD: Philip Kaplan, who has been a top executive with Abraham & Straus and Korvettes, has been appointed chairman of Loehmann's Inc., New York's best-known seller of quality women's apparel at discount prices, which is now owned by the May Department Stores Company of St. Louis.",,,Financial Desk,,,,,,,,Business,,LOEHMANN'S INC,2,PHILIP KAPLAN,19870107T000000,7,1,1987,D,,,,BUSINESS PEOPLE (TIMES COLUMN),,http://query.nytimes.com/gst/fullpage.html?res=9B0DE4DE1630F934A35752C0A961948260,340,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001596.xml,"('POSITIVE', 0.9986739158630371)",POSITIVE,0.9986739158630371
,,,,,"LEAD: Jud Heathcote, Michigan State basketball coach, after the Spartans' loss to Illinois: ''I don't think the officials made any mistakes tonight. They didn't call anything.'' Jud Heathcote, Michigan State basketball coach, after the Spartans' loss to Illinois: ''I don't think the officials made any mistakes tonight. They didn't call anything.'' SCOUTING",,,4,,,The New York Times,,Wednesday,BASKETBALL|COLLEGE ATHLETICS,,,1597,Zebra Hunter,SCOUTING,"LEAD: Jud Heathcote, Michigan State basketball coach, after the Spartans' loss to Illinois: ''I don't think the officials made any mistakes tonight. They didn't call anything.''",,,Sports Desk,,,,,,,,Sports,,"MICHIGAN STATE UNIVERSITY|ILLINOIS, UNIVERSITY OF",10,JUD HEATHCOTE,19870107T000000,7,1,1987,B,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE1DE1630F934A35752C0A961948260,29,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001597.xml,"('NEGATIVE', 0.9760578274726868)",NEGATIVE,0.9760578274726868
,,,,,"LEAD: After surging for two consecutive days, bond prices ended mixed to slightly lower yesterday. After surging for two consecutive days, bond prices ended mixed to slightly lower yesterday. Experts said investors took a wait-and-see attitude in the absence of any economic news. Tomorrow, consumer borrowing figures will be released while, on Friday, employment figures and producer price statistics will be disclosed. ''The bond market reacted apathetically to an eventless news day after some early profit ta",PHILLIP H. WIGGINS,,4,,,The New York Times,,Wednesday,FINANCES|GOVERNMENT BONDS|INTEREST (MONEY),,,1598,Bond Prices Mixed to a Bit Off,CREDIT MARKETS,"LEAD: After surging for two consecutive days, bond prices ended mixed to slightly lower yesterday.",UNITED STATES,,Financial Desk,"WIGGINS, PHILLIP H",,,,,,,Business,,"TREASURY, DEPARTMENT OF THE",18,PHILLIP H WIGGINS,19870107T000000,7,1,1987,D,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE6DC1630F934A35752C0A961948260,550,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001598.xml,"('NEGATIVE', 0.9989679455757141)",NEGATIVE,0.9989679455757141
,,,,,"LEAD: Jonathan Jay Pollard, the former Navy analyst who became a spy for Israel, compromised more than 1,000 classified documents, most of them marked top secret, the Justice Department charged today. Jonathan Jay Pollard, the former Navy analyst who became a spy for Israel, compromised more than 1,000 classified documents, most of them marked top secret, the Justice Department charged today. In a memorandum recommending a stiff prison term for Mr. Pollard, the department indicated that copies of some of th","PHILIP SHENON, Special to the New York Times",,6,,,The New York Times,"WASHINGTON, Jan. 6",Wednesday,UNITED STATES ARMAMENT AND DEFENSE|NAVIES|ESPIONAGE|CLASSIFICATION OF INFORMATION,,,1599,U.S. DESCRIBES DATA THAT SPY PROVIDED ISRAEL,,"LEAD: Jonathan Jay Pollard, the former Navy analyst who became a spy for Israel, compromised more than 1,000 classified documents, most of them marked top secret, the Justice Department charged today.","ISRAEL, STATE OF",,National Desk,"SHENON, PHILIP",,,,,,,U.S.,,"JUSTICE, DEPARTMENT OF",14,PHILIP SHENON|JONATHAN JAY POLLARD,19870107T000000,7,1,1987,A,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE5DB1630F934A35752C0A961948260,873,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001599.xml,"('NEGATIVE', 0.9886876344680786)",NEGATIVE,0.9886876344680786
,,,,,LEAD: Patricia Lara says she is a Colombian journalist who espouses progressive causes. Assistant Secretary of State Elliott Abrams insists that she is a ''Cuban agent'' and member of a violent Colombian guerrilla group. He says this judgment is based on information that cannot be divulged without compromising intelligence sources. Patricia Lara says she is a Colombian journalist who espouses progressive causes. Assistant Secretary of State Elliott Abrams insists that she is a ''Cuban agent'' and member of ,,,1,,,The New York Times,,Wednesday,IMMIGRATION AND EMIGRATION|EDITORIALS,,,1600,Aliens' Rights and Citizens' Confidence,,LEAD: Patricia Lara says she is a Colombian journalist who espouses progressive causes. Assistant Secretary of State Elliott Abrams insists that she is a ''Cuban agent'' and member of a violent Colombian guerrilla group. He says this judgment is based on information that cannot be divulged without compromising intelligence sources.,UNITED STATES,,Editorial Desk,,,,,,,,Opinion,,,22,PATRICIA LARA,19870107T000000,7,1,1987,A,,,,MCCARRAN-WALTER ACT,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE3DA1630F934A35752C0A961948260,529,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001600.xml,"('NEGATIVE', 0.972482442855835)",NEGATIVE,0.972482442855835
,,,,,"LEAD: Two longtime editors at The Washington Post and a Newsweek correspondent will become top editors at United Press International in late January as part of a campaign to bring well-known journalists into the news agency, U.P.I. announced yesterday. Two longtime editors at The Washington Post and a Newsweek correspondent will become top editors at United Press International in late January as part of a campaign to bring well-known journalists into the news agency, U.P.I. announced yesterday. Barry Sussma",ALEX S. JONES,,3,,,The New York Times,,Wednesday,APPOINTMENTS AND EXECUTIVE CHANGES,,,1601,U.P.I. NAMES 4 EDITORS TO TOP MANAGEMENT POSTS,,"LEAD: Two longtime editors at The Washington Post and a Newsweek correspondent will become top editors at United Press International in late January as part of a campaign to bring well-known journalists into the news agency, U.P.I. announced yesterday.",,,National Desk,"JONES, ALEX S",,,,,,,U.S.,,UNITED PRESS INTERNATIONAL (UPI),21,ALEX S JONES|BARRY SUSSMAN|BEN CASON|KIM WILLENSON|WILLIAM FERGUSON,19870107T000000,7,1,1987,A,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE2DA1630F934A35752C0A961948260,885,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001601.xml,"('POSITIVE', 0.9881238341331482)",POSITIVE,0.9881238341331482
,,,,,"LEAD: Sharp-eyed frequenters of Pennyslvania Avenue have noticed lately that the Cogswell Fountain is missing from the triangle at Seventh Street N.W. that it has occupied since 1882. This slender columned landmark, decorated with dolphins and topped with a heron, was a gift to the city from Dr. Henry D. Sharp-eyed frequenters of Pennyslvania Avenue have noticed lately that the Cogswell Fountain is missing from the triangle at Seventh Street N.W. that it has occupied since 1882. This slender columned landma",Wayne King and Warren Weaver Jr.,,2,,,The New York Times,,Wednesday,HISTORIC BUILDINGS AND SITES,,,1602,On Drink,WASHINGTON TALK: BRIEFING,"LEAD: Sharp-eyed frequenters of Pennyslvania Avenue have noticed lately that the Cogswell Fountain is missing from the triangle at Seventh Street N.W. that it has occupied since 1882. This slender columned landmark, decorated with dolphins and topped with a heron, was a gift to the city from Dr. Henry D.","WASHINGTON (DC)|PENNSYLVANIA AVENUE (WASHINGTON, DC)",,National Desk,"KING, WAYNE; WEAVER, WARREN JR",,,,,,,U.S.,,,18,WAYNE KING|WARREN JR WEAVER,19870107T000000,7,1,1987,A,,,,WASHINGTON TALK PAGE (NYT),,http://query.nytimes.com/gst/fullpage.html?res=9B0DE1D91630F934A35752C0A961948260,212,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001602.xml,"('NEGATIVE', 0.9991445541381836)",NEGATIVE,0.9991445541381836
,,,,,"LEAD: Federal prosecutors met yesterday with officials of the city's Department of Transportation to discuss the Parking Violations Bureau scandal and advise the officials on how to prevent similar troubles. Federal prosecutors met yesterday with officials of the city's Department of Transportation to discuss the Parking Violations Bureau scandal and advise the officials on how to prevent similar troubles. In a wide-ranging, 90-minute session, Rudolph W. Giuliani, the United States Attorney in Manhattan, an",ROBERT O. BOORSTIN,,5,,,The New York Times,,Wednesday,POLITICS AND GOVERNMENT|ETHICS|REFORM AND REORGANIZATION,,,1603,TRANSPORTATION AGENCY HEARS GIULIANI'S ADVICE,,LEAD: Federal prosecutors met yesterday with officials of the city's Department of Transportation to discuss the Parking Violations Bureau scandal and advise the officials on how to prevent similar troubles.,NEW YORK CITY,,Metropolitan Desk,"BOORSTIN, ROBERT O",,,,,,,New York and Region,,"TRANSPORTATION, DEPARTMENT OF (NYC)|PARKING VIOLATIONS BUREAU (NYC)",3,ROBERT O BOORSTIN|ROSS SANDLER|RUDOLPH W GIULIANI,19870107T000000,7,1,1987,B,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE7D81630F934A35752C0A961948260,619,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001603.xml,"('POSITIVE', 0.965696394443512)",POSITIVE,0.965696394443512
,,,,,"LEAD: Investors stormed into mutual funds last year, but they probably would have been better off investing in a run-of-the-mill blue-chip stock. That is because the average stock mutual fund was left in the dust by the Dow Jones industrial average and the Standard & Poor's index of 500 leading stocks. Investors stormed into mutual funds last year, but they probably would have been better off investing in a run-of-the-mill blue-chip stock. That is because the average stock mutual fund was left in the dust b",VARTANIG G. VARTAN,,3,,,The New York Times,,Wednesday,STOCKS AND BONDS|INVESTMENT STRATEGIES|STOCK PRICES AND TRADING VOLUME|MUTUAL FUNDS|STANDARD & POOR'S STOCK INDEX|DOW JONES STOCK AVERAGE,,,1604,FUNDS TRAIL BIG STOCK GAUGES,,"LEAD: Investors stormed into mutual funds last year, but they probably would have been better off investing in a run-of-the-mill blue-chip stock. That is because the average stock mutual fund was left in the dust by the Dow Jones industrial average and the Standard & Poor's index of 500 leading stocks.",,,Financial Desk,"VARTAN, VARTANIG G",,,,,,,Business,,,1,VARTANIG G VARTAN,19870107T000000,7,1,1987,D,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE1D81630F934A35752C0A961948260,1096,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001604.xml,"('NEGATIVE', 0.9996919631958008)",NEGATIVE,0.9996919631958008
,,,,,"LEAD: A 31-year-old Katonah woman has been arrested and charged with hiring three men to kill her estranged husband. A 31-year-old Katonah woman has been arrested and charged with hiring three men to kill her estranged husband. The woman, Robin Spadaccia, who is now in the Westchester County Jail, has been charged with second-degree criminal solicitation for trying to borrow $2,000 from her first husband to have her second husband, Glen Spadaccia, 34, killed, according to investigators in the Westchester Di",,,3,,,The New York Times,WHITE PLAINS,Wednesday,MURDERS AND ATTEMPTED MURDERS,,,1605,Woman Held in Plot To Kill Her Husband,METRO DATELINES,LEAD: A 31-year-old Katonah woman has been arrested and charged with hiring three men to kill her estranged husband.,KATONAH (NY),,Metropolitan Desk,,,,,,,,New York and Region,,,4,ROBIN SPADACCIA|GLEN SPADACCIA,19870107T000000,7,1,1987,B,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE6D71630F934A35752C0A961948260,135,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001605.xml,"('NEGATIVE', 0.9801182746887207)",NEGATIVE,0.9801182746887207
,,,,,"LEAD: ''So far,'' said a political adviser to Howard H. Baker Jr., ''the good news is that our strategy hasn't killed us.'' ''So far,'' said a political adviser to Howard H. Baker Jr., ''the good news is that our strategy hasn't killed us.'' The strategy in point has been Mr. Baker's insistence on delaying as long as politically possible a decision on whether to seek the 1988 Republican Presidential nomination. The former Senate majority leader from Tennessee met with his top strategists last December and w",PHIL GAILEY,,4,,,The New York Times,"WASHINGTON, Jan. 6",Wednesday,PRESIDENTIAL ELECTION OF 1988,,,1606,Inching Toward '88,WASHINGTON TALK: POLITICAL NOTEBOOK,"LEAD: ''So far,'' said a political adviser to Howard H. Baker Jr., ''the good news is that our strategy hasn't killed us.''",,,National Desk,"GAILEY, PHIL",,,,,,,U.S.,,,18,PHIL GAILEY|HOWARD H JR BAKER|HOWARD H JR BAKER,19870107T000000,7,1,1987,A,,,,WASHINGTON TALK PAGE (NYT),,http://query.nytimes.com/gst/fullpage.html?res=9B0DE1DE1730F934A35752C0A961948260,879,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001606.xml,"('POSITIVE', 0.9831624031066895)",POSITIVE,0.9831624031066895
,,,,,"LEAD: When Ronald Reagan took office six years ago, the minimum wage was $3.35 an hour - $134 for a 40-hour week. It hasn't changed. Now, after several years of efforts to raise the minimum wage, organized labor and worker advocacy groups are convinced that the time is ripe for a change. And they are quietly marshalling their supporters in Congress to make an early push for a big increase in the minimum wage, perhaps by as much as $1 or more an hour. When Ronald Reagan took office six years ago, the minimum","KENNETH B. NOBLE, Special to the New York Times",,3,,,The New York Times,"WASHINGTON, Jan. 6",Wednesday,LABOR|WAGES AND SALARIES,,,1607,"Now, Maximum Interest in the Minimum Wage",WASHINGTON TALK,"LEAD: When Ronald Reagan took office six years ago, the minimum wage was $3.35 an hour - $134 for a 40-hour week. It hasn't changed. Now, after several years of efforts to raise the minimum wage, organized labor and worker advocacy groups are convinced that the time is ripe for a change. And they are quietly marshalling their supporters in Congress to make an early push for a big increase in the minimum wage, perhaps by as much as $1 or more an hour.",,,National Desk,"NOBLE, KENNETH B",,,,,,,U.S.,,,18,KENNETH B NOBLE|RONALD WILSON REAGAN,19870107T000000,7,1,1987,A,,,,WASHINGTON TALK PAGE (NYT),,http://query.nytimes.com/gst/fullpage.html?res=9B0DE6DD1730F934A35752C0A961948260,1014,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001607.xml,"('POSITIVE', 0.8368042707443237)",POSITIVE,0.8368042707443237
,,,,,"LEAD: Without significant partisan rancor, the Senate voted 88 to 4 today to create a special committee to investigate the Iran-contra arms affair. Without significant partisan rancor, the Senate voted 88 to 4 today to create a special committee to investigate the Iran-contra arms affair. The House of Representatives, meanwhile, unanimously took the first step toward setting up a companion committee. A House vote on the matter was scheduled for Wednesday. At the Justice Department today, officials agreed to","DAVID E. ROSENBAUM, Special to the New York Times",,1,,,The New York Times,"WASHINGTON, Jan. 6",Wednesday,"UNITED STATES INTERNATIONAL RELATIONS|ARMS SALES ABROAD|ARMAMENT, DEFENSE AND MILITARY FORCES",,,1608,SENATE TO SET UP IRAN INQUIRY PANEL,,"LEAD: Without significant partisan rancor, the Senate voted 88 to 4 today to create a special committee to investigate the Iran-contra arms affair.",IRAN|NICARAGUA,,Foreign Desk,"ROSENBAUM, DAVID E",,,,,,,World; Washington,,,8,DAVID E ROSENBAUM,19870107T000000,7,1,1987,A,,,,,,http://query.nytimes.com/gst/fullpage.html?res=9B0DE0DD1730F934A35752C0A961948260,1056,C:\\Users\\gsood\\Dropbox\\data\\nyt\\nytextract\\1987\01\07\0001608.xml,"('NEGATIVE', 0.9017225503921509)",NEGATIVE,0.9017225503921509
